x,y,z
0.307891955691,35.3803430888,826.234061168
0.290299121256,35.3220380676,826.214394014
0.272725487147,35.2637309124,826.194742399
0.255170985095,35.205421629,826.17510641
0.237635547103,35.1471102232,826.155486134
0.220119105441,35.0887967005,826.135881659
0.202621592638,35.0304810668,826.116293069
0.185142941493,34.9721633277,826.096720453
0.167683085064,34.9138434889,826.077163897
0.150241956673,34.8555215559,826.057623487
0.132819489901,34.7971975344,826.03809931
0.115415618582,34.73887143,826.018591453
0.0980302768135,34.6805432483,825.999100001
0.0806633989463,34.6222129948,825.979625042
0.0633149195845,34.5638806752,825.960166661
0.0459847735849,34.5055462949,825.940724944
0.0286728960582,34.4472098594,825.921299978
0.0113792223631,34.3888713743,825.901891849
-0.00589631189295,34.3305308451,825.882500642
-0.0231537708525,34.2721882771,825.863126444
-0.040393218415,34.213843676,825.84376934
-0.0576147182296,34.155497047,825.824429417
-0.0748183337103,34.0971483956,825.80510676
-0.0920041280203,34.0387977272,825.785801454
-0.109172164086,33.9804450473,825.766513586
-0.126322504593,33.9220903611,825.74724324
-0.143455211983,33.8637336741,825.727990502
-0.160570348472,33.8053749915,825.708755458
-0.177667976029,33.7470143188,825.689538193
-0.194748156392,33.6886516611,825.670338792
-0.211810951064,33.6302870238,825.65115734
-0.228856421316,33.5719204123,825.631993922
-0.24588462819,33.5135518316,825.612848624
-0.262895632494,33.4551812872,825.59372153
-0.279889494809,33.3968087841,825.574612726
-0.296866275486,33.3384343277,825.555522295
-0.313826034653,33.2800579232,825.536450323
-0.330768832208,33.2216795757,825.517396894
-0.34769472783,33.1632992903,825.498362094
-0.3646037813,33.1049170724,825.479346006
-0.381496051188,33.046532927,825.460348715
-0.398371596837,32.9881468592,825.441370305
-0.415230477034,32.9297588741,825.422410861
-0.432072750353,32.871368977,825.403470467
-0.448898475145,32.8129771727,825.384549207
-0.465707709551,32.7545834665,825.365647164
-0.482500511489,32.6961878634,825.346764424
-0.499276938671,32.6377903684,825.32790107
-0.51603704859,32.5793909866,825.309057185
-0.53278089853,32.5209897229,825.290232854
-0.549508545562,32.4625865825,825.271428161
-0.566220046547,32.4041815702,825.252643188
-0.582915458141,32.345774691,825.233878019
-0.599594836788,32.28736595,825.215132738
-0.616258238728,32.2289553521,825.196407428
-0.632905719993,32.1705429022,825.177702173
-0.649537336411,32.1121286052,825.159017055
-0.666153143612,32.053712466,825.140352158
-0.682753197013,31.9952944896,825.121707565
-0.699337551838,31.9368746809,825.103083358
-0.715906263107,31.8784530446,825.084479622
-0.732459385644,31.8200295858,825.065896437
-0.748996974068,31.7616043091,825.047333888
-0.765519082807,31.7031772195,825.028792056
-0.78202576609,31.6447483218,825.010271025
-0.798517077951,31.5863176208,824.991770877
-0.814993072228,31.5278851212,824.973291694
-0.831453802569,31.4694508279,824.954833558
-0.847899322426,31.4110147457,824.936396552
-0.864329685059,31.3525768793,824.917980758
-0.880744943543,31.2941372335,824.899586257
-0.897145150759,31.2356958129,824.881213133
-0.913530359398,31.1772526224,824.862861466
-0.929900621967,31.1188076666,824.844531338
-0.946255990785,31.0603609503,824.826222832
-0.962596517986,31.001912478,824.807936029
-0.978922255516,30.9434622546,824.789671009
-0.99523325514,30.8850102847,824.771427856
-1.01152956844,30.8265565729,824.75320665
-1.02781124714,30.7681011239,824.735007472
-1.04407834181,30.7096439424,824.716830403
-1.06033090381,30.6511850328,824.698675525
-1.07656898399,30.5927243999,824.680542919
-1.09279263305,30.5342620483,824.662432666
-1.10900190148,30.4757979825,824.644344845
-1.1251968396,30.4173322071,824.626279539
-1.14137749757,30.3588647267,824.608236827
-1.15754392536,30.3003955458,824.590216791
-1.17369617277,30.241924669,824.57221951
-1.18983428943,30.1834521008,824.554245065
-1.2059583248,30.1249778458,824.536293537
-1.22206832816,30.0665019084,824.518365005
-1.23816434862,30.0080242932,824.500459549
-1.25424643513,29.9495450047,824.482577251
-1.27031463646,29.8910640472,824.464718188
-1.28636900121,29.8325814254,824.446882442
-1.30240957784,29.7740971437,824.429070091
-1.3184364146,29.7156112064,824.411281217
-1.33444955961,29.6571236182,824.393515897
-1.35044906081,29.5986343833,824.375774211
-1.36643496598,29.5401435062,824.35805624
-1.38240732274,29.4816509914,824.340362061
-1.39836617853,29.4231568431,824.322691755
-1.41431158065,29.3646610659,824.3050454
-1.43024357623,29.3061636641,824.287423074
-1.44616221225,29.2476646421,824.269824858
-1.46206753551,29.1891640042,824.25225083
-1.47795959266,29.1306617547,824.234701067
-1.49383843021,29.0721578981,824.21717565
-1.50970409449,29.0136524386,824.199674656
-1.52555663169,28.9551453807,824.182198164
-1.54139608784,28.8966367285,824.164746251
-1.5572225088,28.8381264864,824.147318997
-1.5730359403,28.7796146587,824.129916478
-1.5888364279,28.7211012497,824.112538774
-1.60462401702,28.6625862637,824.095185961
-1.62039875293,28.6040697049,824.077858118
-1.63616068073,28.5455515776,824.060555322
-1.65190984539,28.487031886,824.043277651
-1.66764629205,28.4285106344,824.026025183
-1.68337006472,28.369987827,824.008797993
-1.69908120825,28.311463468,823.991596161
-1.71477976699,28.2529375617,823.974419762
-1.73046578519,28.1944101123,823.957268875
-1.74613930691,28.1358811239,823.940143575
-1.76180037609,28.0773506008,823.92304394
-1.77744903653,28.018818547,823.905970046
-1.79308533185,27.9602849669,823.88892197
-1.80870930557,27.9017498646,823.871899788
-1.82432100105,27.8432132441,823.854903578
-1.83992046151,27.7846751097,823.837933414
-1.85550773003,27.7261354655,823.820989374
-1.87108284954,27.6675943157,823.804071533
-1.88664586285,27.6090516642,823.787179968
-1.90219681262,27.5505075154,823.770314753
-1.91773574136,27.4919618732,823.753475966
-1.93326269147,27.4334147418,823.736663681
-1.94877770519,27.3748661252,823.719877974
-1.96428082464,27.3163160276,823.703118921
-1.9797720918,27.257764453,823.686386596
-1.99525154851,27.1992114055,823.669681076
-2.01071923647,27.1406568891,823.653002435
-2.02617519727,27.0821009079,823.636350747
-2.04161947235,27.0235434659,823.619726089
-2.05705210301,26.9649845672,823.603128535
-2.07247313045,26.9064242157,823.586558159
-2.0878825957,26.8478624156,823.570015035
-2.10328053969,26.7892991708,823.55349924
-2.11866700321,26.7307344853,823.537010845
-2.13404202692,26.6721683632,823.520549927
-2.14940565135,26.6136008083,823.504116559
-2.16475791691,26.5550318247,823.487710814
-2.18009886388,26.4964614165,823.471332768
-2.1954285324,26.4378895874,823.454982493
-2.2107469625,26.3793163416,823.438660063
-2.22605419408,26.3207416829,823.422365552
-2.24135026694,26.2621656152,823.406099033
-2.2566352207,26.2035881427,823.389860579
-2.2719090949,26.1450092691,823.373650264
-2.28717192929,26.0864289983,823.35746816
-2.30242376248,26.0278473344,823.341314341
-2.31766463396,25.9692642813,823.32518888
-2.33289458279,25.9106798427,823.309091848
-2.34811364788,25.8520940227,823.293023319
-2.36332186803,25.793506825,823.276983366
-2.37851928193,25.7349182537,823.26097206
-2.39370592814,25.6763283125,823.244989473
-2.40888184511,25.6177370054,823.229035679
-2.42404707116,25.5591443362,823.213110748
-2.43920164451,25.5005503088,823.197214753
-2.45434560325,25.441954927,823.181347766
-2.46947898537,25.3833581946,823.165509858
-2.48460182872,25.3247601155,823.1497011
-2.49971417106,25.2661606936,823.133921564
-2.51481605003,25.2075599326,823.118171322
-2.52990750314,25.1489578364,823.102450445
-2.5449885678,25.0903544088,823.086759003
-2.56005928133,25.0317496536,823.071097067
-2.57511968088,24.9731435745,823.055464709
-2.59016980355,24.9145361755,823.039861998
-2.60520968629,24.8559274602,823.024289006
-2.62023936596,24.7973174324,823.008745803
-2.6352588793,24.738706096,822.993232459
-2.65026826294,24.6800934547,822.977749045
-2.66526755341,24.6214795123,822.96229563
-2.68025678713,24.5628642724,822.946872285
-2.6952360004,24.504247739,822.931479078
-2.71020522942,24.4456299156,822.916116081
-2.7251645103,24.3870108061,822.900783362
-2.74011387902,24.3283904142,822.88548099
-2.75505337147,24.2697687436,822.870209036
-2.76998302342,24.211145798,822.854967569
-2.78490287054,24.1525215812,822.839756656
-2.79981294842,24.0938960969,822.824576369
-2.81471329251,24.0352693487,822.809426774
-2.82960393818,23.9766413404,822.794307941
-2.84448492068,23.9180120756,822.779219938
-2.85935627519,23.8593815581,822.764162834
-2.87421803708,23.8007497916,822.749136698
-2.88907024065,23.7421167796,822.734141596
-2.90391292108,23.6834825259,822.719177598
-2.91874611314,23.6248470342,822.704244771
-2.93356985148,23.5662103081,822.689343182
-2.94838417066,23.5075723512,822.674472901
-2.96318910513,23.4489331673,822.659633993
-2.97798468925,23.3902927599,822.644826527
-2.99277095728,23.3316511327,822.63005057
-3.0075479434,23.2730082894,822.615306188
-3.02231568167,23.2143642335,822.60059345
-3.03707420605,23.1557189687,822.585912421
-3.05182355043,23.0970724986,822.571263168
-3.0665637486,23.0384248268,822.556645759
-3.08129483422,22.979775957,822.542060259
-3.0960168409,22.9211258927,822.527506735
-3.11072980212,22.8624746376,822.512985253
-3.12543375131,22.8038221951,822.498495879
-3.14012872176,22.745168569,822.484038679
-3.15481474669,22.6865137628,822.469613719
-3.16949185924,22.6278577801,822.455221064
-3.18416009243,22.5692006244,822.44086078
-3.1988194792,22.5105422993,822.426532933
-3.21347005241,22.4518828085,822.412237587
-3.22811184483,22.3932221554,822.397974808
-3.24274488911,22.3345603436,822.383744661
-3.25736921785,22.2758973766,822.369547211
-3.27198486353,22.2172332581,822.355382522
-3.28659185857,22.1585679915,822.341250659
-3.30119023527,22.0999015804,822.327151686
-3.31578002586,22.0412340283,822.313085668
-3.33036126249,21.9825653387,822.299052668
-3.34493397721,21.9238955153,822.285052752
-3.35949820198,21.8652245614,822.271085982
-3.37405396869,21.8065524805,822.257152423
-3.38860130913,21.7478792764,822.243252138
-3.40314025501,21.6892049523,822.22938519
-3.41767083795,21.6305295118,822.215551644
-3.4321930895,21.5718529585,822.201751561
-3.44670704112,21.5131752957,822.187985006
-3.4612127245,21.4544965271,822.174252041
-3.47571017027,21.395816656,822.160552729
-3.49019940997,21.337135686,822.146887132
-3.50468047474,21.2784536205,822.133255314
-3.51915339559,21.219770463,822.119657335
-3.53361820351,21.161086217,822.10609326
-3.54807492937,21.1024008859,822.092563149
-3.56252360395,21.0437144732,822.079067064
-3.57696425799,20.9850269824,822.065605068
-3.59139692213,20.9263384169,822.052177222
-3.60582162691,20.8676487801,822.038783588
-3.62023840282,20.8089580755,822.025424227
-3.63464728025,20.7502663065,822.012099199
-3.64904828953,20.6915734766,821.998808567
-3.66344146091,20.6328795892,821.985552391
-3.67782682454,20.5741846477,821.972330732
-3.69220441052,20.5154886555,821.95914365
-3.70657424885,20.4567916161,821.945991207
-3.72093636947,20.3980935329,821.932873461
-3.73529080224,20.3393944093,821.919790475
-3.74963757694,20.2806942486,821.906742307
-3.76397672328,20.2219930544,821.893729018
-3.77830827088,20.16329083,821.880750667
-3.79263224931,20.1045875788,821.867807314
-3.80694868805,20.0458833041,821.854899018
-3.8212576165,19.9871780095,821.84202584
-3.835559064,19.9284716982,821.829187837
-3.84985305982,19.8697643736,821.816385069
-3.86413963313,19.8110560392,821.803617595
-3.87841881305,19.7523466983,821.790885474
-3.89269062864,19.6936363542,821.778188764
-3.90695510886,19.6349250104,821.765527524
-3.9212122826,19.5762126702,821.752901811
-3.9354621787,19.517499337,821.740311685
-3.94970482592,19.4587850141,821.727757203
-3.96394025295,19.4000697048,821.715238422
-3.97816848839,19.3413534126,821.702755402
-3.99238956081,19.2826361408,821.690308198
-4.00660349867,19.2239178926,821.67789687
-4.02081033038,19.1651986716,821.665521472
-4.03501008462,19.1064784809,821.653182064
-4.049202789,19.047757324,821.640878702
-4.06338847205,18.9890352041,821.628611443
-4.07756716191,18.9303121246,821.616380342
-4.09173888664,18.8715880888,821.604185458
-4.10590367425,18.8128631,821.592026846
-4.12006155267,18.7541371616,821.579904562
-4.13421254977,18.6954102769,821.567818662
-4.14835669335,18.6366824491,821.555769203
-4.16249401115,18.5779536816,821.543756239
-4.17662453085,18.5192239777,821.531779828
-4.19074828003,18.4604933407,821.519840023
-4.20486528625,18.4017617739,821.50793688
-4.21897557699,18.3430292805,821.496070455
-4.23307917965,18.2842958639,821.484240802
-4.24717612159,18.2255615274,821.472447976
-4.26126643008,18.1668262743,821.460692031
-4.27535013236,18.1080901078,821.448973023
-4.28942725557,18.0493530312,821.437291006
-4.30349782683,17.9906150477,821.425646033
-4.31756187315,17.9318761608,821.41403816
-4.33161942153,17.8731363736,821.402467438
-4.34567049885,17.8143956894,821.390933924
-4.35971513198,17.7556541115,821.379437669
-4.37375334771,17.6969116431,821.367978727
-4.38778517275,17.6381682875,821.356557152
-4.40181063379,17.579424048,821.345172997
-4.41582975742,17.5206789277,821.333826315
-4.42984257019,17.4619329301,821.322517157
-4.4438490986,17.4031860582,821.311245578
-4.45784936907,17.3444383154,821.300011629
-4.47184340797,17.285689705,821.288815363
-4.48583124161,17.22694023,821.277656832
-4.49981289626,17.1681898939,821.266536087
-4.51378839809,17.1094386997,821.255453182
-4.52775777326,17.0506866508,821.244408166
-4.54172104784,16.9919337504,821.233401093
-4.55567824785,16.9331800017,821.222432013
-4.56962939926,16.8744254079,821.211500977
-4.58357452832,16.8156699723,821.200608036
-4.59751366021,16.7569136981,821.189753242
-4.61144682106,16.6981565885,821.178936645
-4.62537403662,16.6393986466,821.168158295
-4.63929533257,16.5806398758,821.157418243
-4.65321073455,16.5218802793,821.146716539
-4.66712026813,16.4631198601,821.136053233
-4.68102395883,16.4043586216,821.125428376
-4.69492183213,16.345596567,821.114842016
-4.70881391344,16.2868336994,821.104294203
-4.72270022811,16.2280700221,821.093784987
-4.73658080147,16.1693055382,821.083314417
-4.75045565875,16.1105402509,821.072882542
-4.76432482516,16.0517741634,821.062489412
-4.77818832586,15.993007279,821.052135074
-4.79204618594,15.9342396008,821.041819577
-4.80589843044,15.8754711319,821.03154297
-4.81974508436,15.8167018756,821.021305301
-4.83358617264,15.7579318351,821.011106618
-4.84742172017,15.6991610135,821.000946969
-4.86125175179,15.6403894139,820.990826402
-4.87507629229,15.5816170397,820.980744965
-4.8888953664,15.5228438938,820.970702704
-4.90270899882,15.4640699796,820.960699667
-4.91651721418,15.4052953002,820.950735902
-4.93032003708,15.3465198586,820.940811455
-4.94411749206,15.2877436582,820.930926372
-4.95790960359,15.228966702,820.921080702
-4.97169639614,15.1701889933,820.911274489
-4.98547789408,15.1114105351,820.901507781
-4.99925412177,15.0526313306,820.891780622
-5.01302510351,14.993851383,820.882093061
-5.02679086353,14.9350706954,820.872445141
-5.04055142605,14.876289271,820.862836909
-5.05430681522,14.8175071129,820.85326841
-5.06805705515,14.7587242242,820.84373969
-5.0818021699,14.6999406082,820.834250793
-5.09554218348,14.6411562678,820.824801765
-5.10927711986,14.5823712063,820.81539265
-5.12300700296,14.5235854269,820.806023492
-5.136731857,14.4647989325,820.796694337
-5.15045170513,14.4060117265,820.787405229
-5.16416657149,14.3472238118,820.778156211
-5.1778764798,14.2884351916,820.768947327
-5.19158145377,14.2296458691,820.759778622
-5.20528151705,14.1708558473,820.750650138
-5.21897669324,14.1120651295,820.74156192
-5.23266700592,14.0532737186,820.73251401
-5.24635247859,13.9944816179,820.723506452
-5.26003313473,13.9356888304,820.714539289
-5.27370899779,13.8768953592,820.705612562
-5.28738009114,13.8181012075,820.696726315
-5.30104643814,13.7593063784,820.687880591
-5.31470806209,13.700510875,820.67907543
-5.32836498625,13.6417147004,820.670310876
-5.34201723385,13.5829178576,820.661586971
-5.35566482806,13.5241203499,820.652903755
-5.36930779201,13.4653221802,820.64426127
-5.38294614881,13.4065233518,820.635659559
-5.39657992152,13.3477238676,820.627098661
-5.41020913313,13.2889237308,820.618578619
-5.42383380663,13.2301229445,820.610099472
-5.43745396495,13.1713215118,820.601661262
-5.45106963099,13.1125194358,820.593264029
-5.46468082758,13.0537167195,820.584907813
-5.47828757755,12.994913366,820.576592654
-5.49188990367,12.9361093785,820.568318593
-5.50548782868,12.87730476,820.560085669
-5.51908137526,12.8184995136,820.551893922
-5.53267056608,12.7596936423,820.543743391
-5.54625542374,12.7008871493,820.535634116
-5.55983597084,12.6420800377,820.527566135
-5.57341222991,12.5832723104,820.519539488
-5.58698422346,12.5244639707,820.511554213
-5.60055197394,12.4656550215,820.503610349
-5.6141155038,12.4068454659,820.495707934
-5.62767483541,12.348035307,820.487847007
-5.64122999114,12.2892245479,820.480027605
-5.65478099329,12.2304131917,820.472249766
-5.66832786415,12.1716012413,820.464513528
-5.6818706263,12.1127886999,820.456818929
-5.69540930127,12.0539755705,820.449166006
-5.70894391158,11.9951618562,820.441554796
-5.72247447935,11.93634756,820.433985336
-5.7360010267,11.8775326851,820.426457662
-5.74952357568,11.8187172344,820.418971812
-5.76304214832,11.759901211,820.411527822
-5.77655676662,11.701084618,820.404125729
-5.79006745254,11.6422674585,820.396765567
-5.80357422801,11.5834497354,820.389447373
-5.81707711491,11.5246314518,820.382171184
-5.83057613511,11.4658126108,820.374937034
-5.84407131043,11.4069932154,820.367744958
-5.85756266266,11.3481732687,820.360594993
-5.87105021355,11.2893527737,820.353487173
-5.88453398484,11.2305317334,820.346421532
-5.89801399821,11.1717101509,820.339398107
-5.91149027533,11.1128880293,820.33241693
-5.9249628378,11.0540653716,820.325478036
-5.93843170724,10.9952421807,820.31858146
-5.9518969052,10.9364184598,820.311727236
-5.96535845321,10.8775942119,820.304915397
-5.97881637276,10.81876944,820.298145976
-5.99227068533,10.7599441472,820.291419008
-6.00572141235,10.7011183364,820.284734525
-6.01916857522,10.6422920108,820.27809256
-6.03261219532,10.5834651733,820.271493147
-6.04605229399,10.5246378269,820.264936318
-6.05948889253,10.4658099748,820.258422105
-6.07292201223,10.4069816198,820.251950541
-6.08635167434,10.3481527652,820.245521658
-6.09977790009,10.2893234138,820.239135488
-6.11320071066,10.2304935686,820.232792062
-6.12662012722,10.1716632328,820.226491413
-6.14003617089,10.1128324094,820.220233572
-6.15344886279,10.0540011012,820.214018569
-6.16685822398,9.99516931147,820.207846437
-6.18026427552,9.93633704309,820.201717205
-6.19366703841,9.87750429911,820.195630905
-6.20706653399,9.81867108254,820.189587566
-6.22046278254,9.7598373964,820.18358722
-6.23385580534,9.7010032437,820.177629897
-6.24724562329,9.64216862744,820.171715626
-6.26063225726,9.58333355064,820.165844437
-6.27401572811,9.52449801631,820.16001636
-6.28739605666,9.46566202745,820.154231424
-6.3007732637,9.40682558707,820.148489659
-6.31414737001,9.34798869817,820.142791093
-6.32751839633,9.28915136377,820.137135755
-6.34088636338,9.23031358686,820.131523674
-6.35425129183,9.17147537045,820.125954879
-6.36761320237,9.11263671753,820.120429397
-6.38097211563,9.05379763112,820.114947258
-6.39432805222,8.9949581142,820.109508488
-6.40768103272,8.93611816978,820.104113115
-6.42103107771,8.87727780085,820.098761168
-6.43437820771,8.81843701042,820.093452673
-6.44772244324,8.75959580147,820.088187658
-6.46106380478,8.700754177,820.082966149
-6.47440231281,8.64191214,820.077788174
-6.48773798775,8.58306969348,820.072653759
-6.50107085003,8.52422684041,820.06756293
-6.51440092003,8.4653835838,820.062515715
-6.52772821811,8.40653992662,820.057512138
-6.54105276463,8.34769587188,820.052552226
-6.55437457991,8.28885142256,820.047636004
-6.56769368423,8.23000658164,820.042763499
-6.58101009786,8.17116135211,820.037934735
-6.59432384108,8.11231573696,820.033149737
-6.60763493409,8.05346973918,820.028408531
-6.6209433971,7.99462336174,820.023711141
-6.63424925031,7.93577660764,820.019057592
-6.64755251386,7.87692947984,820.014447908
-6.6608532079,7.81808198135,820.009882113
-6.67415135254,7.75923411512,820.005360232
-6.68744696789,7.70038588415,820.000882289
-6.700740074,7.64153729142,819.996448306
-6.71403069095,7.5826883399,819.992058308
-6.72731883875,7.52383903257,819.987712317
-6.74060453775,7.4649893724,819.983410357
-6.75388780728,7.40613936238,819.979152451
-6.76716866764,7.34728900548,819.974938621
-6.78044713877,7.28843830466,819.97076889
-6.79372324062,7.22958726292,819.966643281
-6.80699699308,7.17073588321,819.962561814
-6.82026841604,7.11188416852,819.958524514
-6.83353752938,7.0530321218,819.9545314
-6.84680435295,6.99417974604,819.950582495
-6.86006890656,6.9353270442,819.94667782
-6.87333121005,6.87647401926,819.942817397
-6.88659128319,6.81762067418,819.939001246
-6.89984914577,6.75876701192,819.935229388
-6.91310481754,6.69991303546,819.931501844
-6.92635831822,6.64105874777,819.927818634
-6.93960966756,6.5822041518,819.924179779
-6.95285888524,6.52334925052,819.920585298
-6.96610599094,6.46449404691,819.917035212
-6.97935100433,6.40563854391,819.91352954
-6.99259394507,6.34678274451,819.910068302
-7.00583483277,6.28792665164,819.906651517
-7.01907368705,6.22907026829,819.903279204
-7.0323105275,6.17021359741,819.899951382
-7.04554537371,6.11135664196,819.89666807
-7.05877824524,6.0524994049,819.893429286
-7.07200916162,5.9936418892,819.890235049
-7.0852381424,5.9347840978,819.887085377
-7.09846520707,5.87592603367,819.883980288
-7.11169037515,5.81706769976,819.880919799
-7.1249136661,5.75820909904,819.877903929
-7.1381350994,5.69935023446,819.874932695
-7.15135469449,5.64049110897,819.872006114
-7.16457247081,5.58163172553,819.869124202
-7.17778844778,5.5227720871,819.866286978
-7.19100264479,5.46391219662,819.863494457
-7.20421508125,5.40505205706,819.860746656
-7.21742577651,5.34619167136,819.858043591
-7.23063474995,5.28733104248,819.855385278
-7.2438420209,5.22847017338,819.852771734
-7.2570476087,5.16960906699,819.850202973
-7.270251533,5.11074772628,819.847679012
-7.28345381243,5.05188615418,819.845199866
-7.29665446662,4.99302435367,819.842765549
-7.30985351484,4.93416232767,819.840376078
-7.32305097636,4.87530007915,819.838031465
-7.33624687042,4.81643761105,819.835731727
-7.34944121626,4.75757492631,819.833476878
-7.3626340331,4.69871202789,819.83126693
-7.37582534015,4.63984891873,819.8291019
-7.38901515662,4.58098560178,819.826981799
-7.40220350168,4.52212207999,819.824906643
-7.4153903945,4.4632583563,819.822876444
-7.42857585426,4.40439443365,819.820891216
-7.44175990009,4.345530315,819.818950971
-7.45494255114,4.28666600328,819.817055722
-7.46812382653,4.22780150144,819.815205482
-7.48130374538,4.16893681242,819.813400264
-7.49448232678,4.11007193917,819.81164008
-7.50765958983,4.05120688463,819.809924941
-7.52083555361,3.99234165174,819.80825486
-7.5340102372,3.93347624344,819.806629848
-7.54718365964,3.87461066267,819.805049917
-7.56035583999,3.81574491238,819.803515078
-7.57352679728,3.75687899551,819.802025342
-7.58669655056,3.69801291499,819.800580719
-7.59986511882,3.63914667377,819.799181222
-7.61303252109,3.58028027478,819.79782686
-7.62619877635,3.52141372097,819.796517643
-7.63936390361,3.46254701527,819.795253582
-7.65252792184,3.40368016062,819.794034687
-7.66569085,3.34481315997,819.792860967
-7.67885270707,3.28594601624,819.791732432
-7.692013512,3.22707873238,819.790649091
-7.70517328372,3.16821131133,819.789610953
-7.71833204117,3.10934375601,819.788618028
-7.73148980329,3.05047606937,819.787670324
-7.74464658899,2.99160825434,819.786767849
-7.75780241718,2.93274031386,819.785910613
-7.77095730676,2.87387225086,819.785098623
-7.78411127663,2.81500406829,819.784331887
-7.797264346,2.75613576907,819.783610413
-7.8104165331,2.69726735613,819.782934209
-7.82356785713,2.63839883242,819.782303282
-7.83671833695,2.57953020087,819.781717639
-7.84986799143,2.52066146441,819.781177288
-7.86301683941,2.46179262598,819.780682235
-7.87616489973,2.40292368851,819.780232487
-7.88931219125,2.34405465493,819.77982805
-7.90245873278,2.28518552817,819.77946893
-7.91560454316,2.22631631117,819.779155134
-7.9287496412,2.16744700686,819.778886668
-7.94189404572,2.10857761818,819.778663537
-7.95503777553,2.04970814804,819.778485746
-7.96818084942,1.9908385994,819.778353301
-7.9813232862,1.93196897517,819.778266208
-7.99446510466,1.87309927829,819.77822447
-8.00760632358,1.81422951169,819.778228093
-8.02074696175,1.75535967831,819.77827708
-8.03388703794,1.69648978106,819.778371438
-8.04702657093,1.63761982289,819.778511169
-8.06016557948,1.57874980672,819.778696277
-8.07330408236,1.51987973548,819.778926766
-8.08644209832,1.46100961211,819.779202641
-8.09957964612,1.40213943953,819.779523903
-8.11271674452,1.34326922067,819.779890557
-8.12585341225,1.28439895847,819.780302604
-8.13898966807,1.22552865584,819.780760049
-8.15212553071,1.16665831573,819.781262893
-8.16526101892,1.10778794106,819.781811139
-8.17839615142,1.04891753475,819.78240479
-8.19153094695,0.990047099747,819.783043846
-8.20466542424,0.931176638968,819.78372831
-8.217799602,0.872306155344,819.784458184
-8.23093349897,0.813435651804,819.785233468
-8.24406713387,0.754565131276,819.786054164
-8.25720052542,0.695694596688,819.786920274
-8.27033369232,0.636824050969,819.787831797
-8.28346665331,0.577953497047,819.788788735
-8.29659942708,0.519082937849,819.789791088
-8.30973203268,0.460212376303,819.790838856
-8.32286448817,0.401341815338,819.791932039
-8.33599681258,0.342471257881,819.793070637
-8.34912902462,0.28360070686,819.79425465
-8.362261143,0.224730165202,819.795484077
-8.37539318642,0.165859635835,819.796758918
-8.38852517359,0.106989121686,819.798079171
-8.40165712321,0.0481186256835,819.799444835
-8.414789054,-0.0107518492455,819.800855909
-8.42792098464,-0.0696223001741,819.802312392
-8.44105293386,-0.128492724175,819.803814282
-8.45418492034,-0.18736311832,819.805361577
-8.46731696281,-0.246233479682,819.806954274
-8.48044907996,-0.305103805334,819.808592372
-8.4935812905,-0.363974092349,819.810275868
-8.50671361313,-0.4228443378,819.812004759
-8.51984606658,-0.481714538758,819.813779043
-8.53297866953,-0.540584692298,819.815598716
-8.54611144071,-0.599454795491,819.817463776
-8.55924439883,-0.658324845411,819.819374218
-8.57237756259,-0.71719483913,819.821330039
-8.58551095072,-0.77606477372,819.823331235
-8.59864458192,-0.834934646255,819.825377802
-8.61177847493,-0.893804453807,819.827469736
-8.62491264845,-0.952674193449,819.829607033
-8.63804712122,-1.01154386225,819.831789687
-8.65118191195,-1.07041345729,819.834017695
-8.66431703938,-1.12928297563,819.83629105
-8.67745252224,-1.18815241436,819.838609749
-8.69058837926,-1.24702177053,819.840973784
-8.70372462917,-1.30589104123,819.843383152
-8.71686129072,-1.36476022353,819.845837845
-8.72999838266,-1.42362931449,819.848337858
-8.74313592372,-1.4824983112,819.850883186
-8.75627393266,-1.54136721071,819.85347382
-8.76941242823,-1.60023601011,819.856109756
-8.78255142919,-1.65910470646,819.858790986
-8.79569095431,-1.71797329685,819.861517502
-8.80883102235,-1.77684177832,819.864289299
-8.82197165208,-1.83571014797,819.867106369
-8.83511286261,-1.89457840286,819.869968704
-8.84825467207,-1.95344654007,819.872876296
-8.86139709955,-2.01231455665,819.875829137
-8.87454016387,-2.07118244969,819.87882722
-8.88768388381,-2.13005021625,819.881870536
-8.90082827817,-2.18891785341,819.884959077
-8.91397336577,-2.24778535823,819.888092833
-8.92711916541,-2.30665272779,819.891271796
-8.94026569591,-2.36551995916,819.894495957
-8.9534129761,-2.4243870494,819.897765307
-8.96656102481,-2.48325399559,819.901079836
-8.97970986088,-2.54212079479,819.904439534
-8.99285950315,-2.60098744407,819.907844392
-9.00600997047,-2.65985394051,819.911294399
-9.01916128169,-2.71872028117,819.914789545
-9.03231345569,-2.77758646312,819.91832982
-9.04546651134,-2.83645248343,819.921915214
-9.0586204675,-2.89531833917,819.925545715
-9.07177534308,-2.9541840274,819.929221312
-9.08493115696,-3.0130495452,819.932941994
-9.09808792804,-3.07191488963,819.93670775
-9.11124567523,-3.13078005776,819.940518567
-9.12440441746,-3.18964504665,819.944374436
-9.13756417364,-3.24850985338,819.948275342
-9.15072496271,-3.30737447501,819.952221275
-9.16388680362,-3.3662389086,819.956212221
-9.17704971531,-3.42510315123,819.960248168
-9.19021371675,-3.48396719995,819.964329104
-9.2033788269,-3.54283105184,819.968455015
-9.21654506474,-3.60169470395,819.972625889
-9.22971244926,-3.66055815336,819.976841711
