x,y,z
47.3002575376,21.7930030981,822.246515824
47.2857121174,21.7343295148,822.232615581
47.2711750844,21.6756548123,822.218748698
47.256646407,21.6169789941,822.204915239
47.2421260538,21.5583020637,822.191115267
47.2276139933,21.4996240246,822.177348844
47.2131101941,21.4409448802,822.163616035
47.198614625,21.3822646341,822.149916902
47.1841272548,21.3235832898,822.136251506
47.1696480523,21.2649008506,822.122619911
47.1551769867,21.2062173201,822.10902218
47.1407140268,21.1475327017,822.095458373
47.1262591419,21.088846999,822.081928554
47.1118123011,21.0301602153,822.068432784
47.0973734739,20.9714723541,822.054971125
47.0829426295,20.9127834189,822.041543638
47.0685197374,20.8540934132,822.028150385
47.0541047672,20.7954023402,822.014791428
47.0396976884,20.7367102036,822.001466828
47.0252984705,20.6780170067,821.988176645
47.0109070838,20.6193227529,821.97492094
46.996523498,20.5606274458,821.961699775
46.9821476829,20.5019310886,821.94851321
46.9677796085,20.4432336848,821.935361305
46.9534192449,20.3845352379,821.922244121
46.9390665624,20.3258357513,821.909161717
46.924721531,20.2671352283,821.896114155
46.9103841211,20.2084336724,821.883101494
46.8960543032,20.1497310869,821.870123793
46.8817320476,20.0910274753,821.857181112
46.867417325,20.0323228409,821.84427351
46.8531101058,19.9736171872,821.831401048
46.8388103608,19.9149105174,821.818563784
46.8245180608,19.8562028351,821.805761776
46.8102331766,19.7974941436,821.792995085
46.7959556791,19.7387844462,821.780263769
46.7816855392,19.6800737464,821.767567885
46.767422728,19.6213620474,821.754907493
46.7531672166,19.5626493527,821.742282651
46.7389189762,19.5039356656,821.729693418
46.7246779781,19.4452209895,821.71713985
46.7104441935,19.3865053277,821.704622006
46.696217594,19.3277886836,821.692139943
46.6819981509,19.2690710605,821.679693719
46.6677858358,19.2103524618,821.667283392
46.6535806203,19.1516328908,821.654909019
46.6393824761,19.0929123508,821.642570656
46.6251913749,19.0341908452,821.63026836
46.6110072886,18.9754683773,821.618002189
46.5968301889,18.9167449505,821.605772199
46.5826600479,18.8580205679,821.593578447
46.5684968376,18.7992952331,821.581420988
46.55434053,18.7405689493,821.569299879
46.5401910974,18.6818417197,821.557215176
46.5260485118,18.6231135478,821.545166934
46.5119127457,18.5643844368,821.53315521
46.4977837712,18.50565439,821.521180059
46.483661561,18.4469234107,821.509241537
46.4695460873,18.3881915023,821.497339698
46.4554373225,18.329458668,821.485474598
46.4413352397,18.2707249111,821.473646292
46.4272398114,18.211990235,821.461854834
46.4131510102,18.1532546428,821.450100279
46.399068809,18.0945181378,821.438382681
46.3849931806,18.0357807235,821.426702095
46.3709240979,17.9770424029,821.415058576
46.3568615339,17.9183031795,821.403452176
46.3428054617,17.8595630564,821.39188295
46.3287558542,17.800822037,821.380350952
46.3147126848,17.7420801245,821.368856235
46.3006759267,17.6833373221,821.357398852
46.286645553,17.6245936332,821.345978856
46.2726215372,17.565849061,821.334596302
46.2586038527,17.5071036087,821.323251241
46.2445924729,17.4483572796,821.311943726
46.2305873714,17.389610077,821.300673811
46.2165885217,17.330862004,821.289441546
46.2025958976,17.272113064,821.278246986
46.1886094726,17.2133632602,821.267090181
46.1746292206,17.1546125957,821.255971183
46.1606551153,17.0958610739,821.244890045
46.1466871307,17.037108698,821.233846819
46.1327252406,16.9783554712,821.222841555
46.1187694192,16.9196013968,821.211874304
46.1048196403,16.8608464779,821.200945119
46.0908758782,16.8020907177,821.19005405
46.0769381069,16.7433341196,821.179201148
46.0630063007,16.6845766867,821.168386463
46.0490804339,16.6258184223,821.157610046
46.0351604808,16.5670593294,821.146871948
46.0212464157,16.5082994115,821.136172218
46.0073382131,16.4495386716,821.125510907
45.9934358476,16.390777113,821.114888064
45.9795392935,16.3320147388,821.10430374
45.9656485256,16.2732515523,821.093757983
45.9517635185,16.2144875567,821.083250844
45.9378842469,16.1557227552,821.07278237
45.9240106855,16.0969571509,821.062352612
45.9101428088,16.038190747,821.051961619
45.8962805924,15.9794235468,821.041609438
45.8824240108,15.9206555534,821.031296119
45.868573039,15.86188677,821.02102171
45.8547276521,15.8031171998,821.010786258
45.840887825,15.744346846,821.000589814
45.827053533,15.6855757116,820.990432423
45.8132247511,15.6268038001,820.980314134
45.7994014546,15.5680311143,820.970234994
45.7855836188,15.5092576577,820.960195052
45.771771219,15.4504834333,820.950194353
45.7579642306,15.3917084442,820.940232946
45.744162629,15.3329326937,820.930310877
45.7303663896,15.2741561849,820.920428192
45.7165754881,15.215378921,820.910584939
45.7027898999,15.1566009051,820.900781164
45.6890096006,15.0978221404,820.891016913
45.675234566,15.03904263,820.881292232
45.6614647718,14.9802623772,820.871607167
45.6477001936,14.9214813849,820.861961763
45.6339408074,14.8626996564,820.852356067
45.620186589,14.8039171949,820.842790124
45.6064375142,14.7451340034,820.833263979
45.5926935591,14.6863500851,820.823777677
45.5789546996,14.6275654432,820.814331263
45.5652209118,14.5687800807,820.804924782
45.5514921717,14.5099940009,820.795558278
45.5377684556,14.4512072068,820.786231795
45.5240497394,14.3924197015,820.776945379
45.5103359996,14.3336314883,820.767699072
45.4966272124,14.2748425702,820.758492919
45.482923354,14.2160529504,820.749326964
45.4692244009,14.1572626319,820.74020125
45.4555303294,14.098471618,820.731115821
45.441841116,14.0396799116,820.722070719
45.4281567371,13.980887516,820.713065988
45.4144771694,13.9220944343,820.70410167
45.4008023894,13.8633006695,820.695177809
45.3871323736,13.8045062247,820.686294447
45.3734670988,13.7457111032,820.677451625
45.3598065414,13.6869153079,820.668649388
45.3461506787,13.6281188421,820.659887775
45.3324994872,13.5693217087,820.65116683
45.3188529438,13.510523911,820.642486593
45.3052110253,13.4517254519,820.633847107
45.2915737086,13.3929263347,820.625248413
45.2779409706,13.3341265624,820.616690551
45.2643127885,13.275326138,820.608173563
45.2506891391,13.2165250648,820.59969749
45.2370699997,13.1577233457,820.591262372
45.2234553473,13.0989209839,820.58286825
45.209845159,13.0401179824,820.574515163
45.196239412,12.9813143445,820.566203153
45.1826380837,12.922510073,820.557932258
45.1690411512,12.8637051712,820.54970252
45.155448592,12.804899642,820.541513977
45.1418603832,12.7460934887,820.533366668
45.1282765024,12.6872867142,820.525260633
45.1146969269,12.6284793216,820.517195912
45.1011216343,12.5696713141,820.509172542
45.087550602,12.5108626946,820.501190563
45.0739838075,12.4520534663,820.493250014
45.0604212286,12.3932436323,820.485350931
45.0468628426,12.3344331955,820.477493355
45.0333086275,12.2756221591,820.469677322
45.0197585607,12.2168105262,820.46190287
45.0062126201,12.1579982997,820.454170038
44.9926707834,12.0991854828,820.446478863
44.9791330284,12.0403720786,820.438829381
44.9655993329,11.98155809,820.431221631
44.9520696749,11.9227435202,820.423655648
44.9385440322,11.8639283722,820.416131471
44.9250223827,11.8051126491,820.408649134
44.9115047046,11.7462963539,820.401208676
44.8979909756,11.6874794896,820.393810131
44.884481174,11.6286620594,820.386453537
44.8709752778,11.5698440662,820.379138929
44.8574732651,11.5110255132,820.371866342
44.843975114,11.4522064034,820.364635813
44.8304808028,11.3933867398,820.357447376
44.8169903093,11.3345665254,820.350301067
44.8035036124,11.2757457633,820.34319692
44.7900206902,11.2169244567,820.336134971
44.7765415208,11.1581026084,820.329115254
44.7630660827,11.0992802215,820.322137804
44.7495943542,11.0404572991,820.315202655
44.7361263138,10.9816338442,820.30830984
44.7226619399,10.9228098599,820.301459395
44.7092012109,10.8639853492,820.294651352
44.6957441055,10.805160315,820.287885745
44.682290602,10.7463347606,820.281162607
44.6688406792,10.6875086888,820.274481973
44.6553943155,10.6286821027,820.267843874
44.6419514897,10.5698550053,820.261248343
44.6285121804,10.5110273998,820.254695414
44.6150763663,10.452199289,820.248185119
44.6016440262,10.393370676,820.241717489
44.5882151387,10.3345415639,820.235292558
44.5747896826,10.2757119557,820.228910356
44.5613676369,10.2168818543,820.222570916
44.5479489802,10.1580512629,820.216274269
44.5345336916,10.0992201844,820.210020447
44.5211217498,10.0403886218,820.203809481
44.5077131339,9.98155657819,820.197641402
44.4943078228,9.92272405657,820.19151624
44.4809057955,9.86389105995,820.185434027
44.4675070309,9.80505759134,820.179394792
44.4541115083,9.74622365375,820.173398567
44.4407192065,9.6873892502,820.167445381
44.4273301047,9.62855438369,820.161535263
44.4139441821,9.56971905724,820.155668245
44.4005614178,9.51088327386,820.149844355
44.387181791,9.45204703654,820.144063623
44.3738052809,9.39321034831,820.138326077
44.3604318667,9.33437321216,820.132631748
44.3470615277,9.2755356311,820.126980663
44.3336942432,9.21669760813,820.121372852
44.3203299925,9.15785914625,820.115808342
44.3069687549,9.09902024847,820.110287163
44.2936105095,9.04018091779,820.104809342
44.2802552364,8.9813411572,820.099374906
44.2669029146,8.92250096971,820.093983885
44.2535535235,8.86366035831,820.088636305
44.2402070427,8.804819326,820.083332193
44.2268634515,8.74597787577,820.078071577
44.2135227297,8.68713601062,820.072854484
44.2001848566,8.62829373354,820.06768094
44.1868498119,8.56945104753,820.062550973
44.1735175751,8.51060795558,820.057464608
44.1601881259,8.45176446067,820.052421872
44.1468614439,8.39292056581,820.047422791
44.1335375088,8.33407627397,820.04246739
44.1202163002,8.27523158815,820.037555696
44.1068977978,8.21638651133,820.032687733
44.0935819815,8.1575410465,820.027863528
44.0802688308,8.09869519664,820.023083105
44.0669583258,8.03984896475,820.018346488
44.053650446,7.9810023538,820.013653704
44.0403451714,7.92215536678,820.009004777
44.0270424817,7.86330800667,820.00439973
44.0137423569,7.80446027646,819.999838588
44.0004447769,7.74561217911,819.995321375
43.9871497215,7.68676371762,819.990848114
43.9738571707,7.62791489496,819.98641883
43.9605671044,7.5690657141,819.982033546
43.9472795026,7.51021617804,819.977692285
43.9339943453,7.45136628974,819.97339507
43.9207116126,7.39251605218,819.969141925
43.9074312844,7.33366546833,819.96493287
43.8941533408,7.27481454118,819.96076793
43.8808777618,7.21596327369,819.956647126
43.8676045277,7.15711166883,819.952570481
43.8543336184,7.09825972958,819.948538016
43.8410650142,7.03940745891,819.944549754
43.8277986951,6.9805548598,819.940605715
43.8145346414,6.9217019352,819.936705921
43.8012728333,6.86284868809,819.932850394
43.7880132509,6.80399512144,819.929039154
43.7747558745,6.74514123822,819.925272222
43.761500684,6.68628704139,819.921549618
43.7482476604,6.62743253393,819.917871364
43.7349967835,6.56857771878,819.914237479
43.7217480337,6.50972259893,819.910647983
43.7085013914,6.45086717734,819.907102897
43.6952568368,6.39201145696,819.903602239
43.6820143503,6.33315544077,819.900146029
43.6687739123,6.27429913172,819.896734288
43.6555355032,6.21544253278,819.893367032
43.6422991033,6.15658564691,819.890044283
43.6290646932,6.09772847706,819.886766058
43.6158322532,6.03887102621,819.883532375
43.6026017639,5.98001329731,819.880343254
43.5893732056,5.92115529331,819.877198712
43.5761465589,5.86229701718,819.874098767
43.5629218043,5.80343847187,819.871043437
43.5496989223,5.74457966034,819.86803274
43.5364778935,5.68572058555,819.865066692
43.5232586983,5.62686125046,819.862145312
43.5100413175,5.56800165801,819.859268616
43.4968257314,5.50914181116,819.85643662
43.4836119209,5.45028171287,819.853649343
43.4703998664,5.3914213661,819.850906799
43.4571895486,5.33256077378,819.848209005
43.4439809481,5.27369993889,819.845555978
43.4307740457,5.21483886436,819.842947732
43.4175688219,5.15597755315,819.840384285
43.4043652575,5.09711600822,819.83786565
43.3911633331,5.0382542325,819.835391844
43.3779630296,4.97939222896,819.832962882
43.3647643275,4.92053000054,819.830578778
43.3515672076,4.86166755019,819.828239547
43.3383716508,4.80280488087,819.825945204
43.3251776377,4.7439419955,819.823695763
43.3119851492,4.68507889705,819.821491238
43.298794166,4.62621558847,819.819331643
43.2856046689,4.56735207269,819.817216991
43.2724166388,4.50848835267,819.815147297
43.2592300565,4.44962443135,819.813122574
43.2460449028,4.39076031167,819.811142835
43.2328611583,4.33189599659,819.809208092
43.2196788044,4.27303148904,819.80731836
43.2064978218,4.21416679197,819.805473649
43.1933181913,4.15530190832,819.803673973
43.1801398938,4.09643684104,819.801919344
43.1669629102,4.03757159307,819.800209773
43.1537872215,3.97870616735,819.798545273
43.1406128085,3.91984056682,819.796925856
43.1274396523,3.86097479442,819.795351532
43.1142677337,3.80210885311,819.793822313
43.1010970338,3.74324274581,819.79233821
43.0879275335,3.68437647546,819.790899234
43.0747592138,3.62551004502,819.789505396
43.0615920557,3.56664345741,819.788156706
43.0484260401,3.50777671557,819.786853173
43.0352611482,3.44890982245,819.78559481
43.0220973609,3.39004278099,819.784381624
43.0089346593,3.33117559412,819.783213626
42.9957730244,3.27230826477,819.782090826
42.9826124372,3.2134407959,819.781013233
42.9694528788,3.15457319043,819.779980855
42.9562943303,3.0957054513,819.778993703
42.9431367728,3.03683758145,819.778051783
42.9299801873,2.97796958382,819.777155106
42.9168245549,2.91910146134,819.77630368
42.9036698567,2.86023321694,819.775497512
42.8905160738,2.80136485356,819.77473661
42.8773631874,2.74249637415,819.774020983
42.8642111786,2.68362778162,819.773350638
42.8510600284,2.62475907892,819.772725581
42.8379097181,2.56589026899,819.772145822
42.8247602288,2.50702135474,819.771611366
42.8116115416,2.44815233913,819.77112222
42.7984636376,2.38928322508,819.77067839
42.7853164981,2.33041401553,819.770279884
42.7721701042,2.2715447134,819.769926708
42.7590244371,2.21267532164,819.769618867
42.745879478,2.15380584317,819.769356367
42.732735208,2.09493628093,819.769139214
42.7195916084,2.03606663784,819.768967414
42.7064486599,1.97719691685,819.768840971
42.6933063446,1.91832712088,819.768759891
42.6801646432,1.85945725286,819.768724179
42.667023537,1.80058731573,819.768733838
42.6538830072,1.74171731242,819.768788874
42.640743035,1.68284724585,819.768889292
42.6276036017,1.62397711896,819.769035094
42.6144646884,1.56510693468,819.769226285
42.6013262765,1.50623669594,819.769462869
42.5881883471,1.44736640567,819.769744849
42.5750508815,1.38849606679,819.770072228
42.561913861,1.32962568225,819.77044501
42.5487772668,1.27075525496,819.770863197
42.5356410801,1.21188478786,819.771326792
42.5225052823,1.15301428388,819.771835798
42.5093698545,1.09414374595,819.772390217
42.4962347781,1.03527317699,819.772990051
42.4831000344,0.976402579938,819.773635302
42.4699656045,0.917531957719,819.774325972
42.4568314698,0.858661313264,819.775062063
42.4436976115,0.7997906495,819.775843575
42.430564011,0.740919969355,819.77667051
42.4174306495,0.682049275759,819.777542869
42.4042975082,0.62317857164,819.778460653
42.3911645686,0.564307859926,819.779423862
42.3780318118,0.505437143545,819.780432496
42.3648992191,0.446566425425,819.781486557
42.3517667719,0.387695708495,819.782586043
42.3386344514,0.328824995682,819.783730955
42.325502239,0.269954289913,819.784921292
42.3123701159,0.211083594118,819.786157054
42.2992380633,0.152212911223,819.787438239
42.2861060627,0.0933422441571,819.788764848
42.2729740953,0.0344715958465,819.790136878
42.2598421424,-0.0243990307802,819.791554329
42.2467101852,-0.083269632796,819.793017198
42.2335782052,-0.142140207273,819.794525485
42.2204461835,-0.201010751284,819.796079187
42.2073141015,-0.259881261901,819.797678301
42.1941819402,-0.318751736197,819.799322827
42.1810496814,-0.377622171244,819.80101276
42.1679173062,-0.436492564115,819.802748099
42.1547847958,-0.495362911883,819.804528841
42.1416521316,-0.554233211619,819.806354982
42.1285192948,-0.613103460397,819.808226518
42.1153862667,-0.671973655289,819.810143448
42.1022530286,-0.730843793368,819.812105766
42.0891195618,-0.789713871705,819.814113469
42.0759858476,-0.848583887374,819.816166554
42.0628518672,-0.907453837446,819.818265014
42.049717602,-0.966323718995,819.820408847
42.0365830332,-1.02519352909,819.822598048
42.023448142,-1.08406326481,819.824832611
42.0103129098,-1.14293292322,819.827112532
41.9971773178,-1.2018025014,819.829437805
41.9840413473,-1.26067199641,819.831808425
41.9709049795,-1.31954140533,819.834224386
41.9577681957,-1.37841072523,819.836685682
41.9446309772,-1.43727995319,819.839192308
41.9314933052,-1.49614908627,819.841744257
41.918355161,-1.55501812155,819.844341523
41.9052165258,-1.61388705609,819.846984099
41.8920773808,-1.67275588697,819.849671978
41.8789377073,-1.73162461127,819.852405154
41.8657974865,-1.79049322604,819.855183618
41.8526566997,-1.84936172837,819.858007365
41.839515328,-1.90823011533,819.860876385
41.8263733527,-1.96709838397,819.863790673
41.813230755,-2.02596653139,819.866750218
41.8000875161,-2.08483455464,819.869755014
41.7869436172,-2.14370245079,819.872805051
41.7737990395,-2.20257021693,819.875900323
41.7606537642,-2.26143785011,819.879040818
41.7475077725,-2.3203053474,819.88222653
41.7343610455,-2.37917270589,819.885457448
41.7212135645,-2.43803992263,819.888733563
41.7080653105,-2.4969069947,819.892054866
41.6949162649,-2.55577391916,819.895421347
41.6817664086,-2.61464069308,819.898832996
41.6686157226,-2.67350731354,819.902289803
41.6554641886,-2.7323737776,819.905791757
41.6423117874,-2.79124008234,819.909338849
41.6291585002,-2.85010622481,819.912931068
41.6160043081,-2.90897220208,819.916568402
41.6028491922,-2.96783801124,819.920250841
41.5896931335,-3.02670364933,819.923978373
41.5765361133,-3.08556911343,819.927750987
41.5633781126,-3.14443440061,819.931568672
41.5502191124,-3.20329950794,819.935431414
41.5370590939,-3.26216443247,819.939339204
41.523898038,-3.32102917128,819.943292027
41.510735926,-3.37989372144,819.947289872
41.4975727387,-3.43875808,819.951332726
41.4844084573,-3.49762224404,819.955420577
41.4712430627,-3.55648621061,819.959553411
41.458076536,-3.6153499768,819.963731215
41.4449088583,-3.67421353965,819.967953975
41.4317400104,-3.73307689623,819.972221679
41.4185699734,-3.79194004362,819.976534313
41.4053987283,-3.85080297887,819.980891862
41.392226256,-3.90966569904,819.985294312
41.3790525375,-3.9685282012,819.989741649
41.3658775538,-4.02739048241,819.994233859
41.3527012858,-4.08625253974,819.998770926
41.3395237144,-4.14511437025,820.003352836
41.3263448205,-4.20397597099,820.007979574
41.3131645851,-4.26283733904,820.012651124
41.2999829891,-4.32169847144,820.017367471
41.2868000132,-4.38055936527,820.022128599
41.2736156385,-4.43942001758,820.026934493
41.2604298457,-4.49828042544,820.031785136
41.2472426157,-4.5571405859,820.036680511
41.2340539294,-4.61600049602,820.041620604
41.2208637676,-4.67486015286,820.046605396
41.2076721111,-4.73371955349,820.051634871
41.1944789406,-4.79257869495,820.056709012
41.1812842371,-4.85143757431,820.061827801
41.1680879812,-4.91029618862,820.066991223
41.1548901537,-4.96915453495,820.072199258
41.141690735,-5.02801261034,820.077451888
41.1284897066,-5.08687041185,820.082749097
41.1152870489,-5.14572793655,820.088090866
41.1020827424,-5.20458518148,820.093477176
41.0888767681,-5.2634421437,820.098908008
41.0756691064,-5.32229882026,820.104383345
41.0624597381,-5.38115520823,820.109903167
41.0492486439,-5.44001130464,820.115467455
41.0360358043,-5.49886710656,820.12107619
41.0228212001,-5.55772261104,820.126729352
41.0096048117,-5.61657781512,820.132426921
40.9963866199,-5.67543271587,820.138168878
40.9831666052,-5.73428731033,820.143955202
40.9699447481,-5.79314159555,820.149785874
40.9567210292,-5.85199556859,820.155660872
40.9434954291,-5.91084922648,820.161580177
40.9302679282,-5.96970256629,820.167543766
40.9170385071,-6.02855558506,820.17355162
40.9038071462,-6.08740827984,820.179603717
40.890573826,-6.14626064767,820.185700036
40.8773385271,-6.20511268561,820.191840554
40.8641012297,-6.2639643907,820.19802525
40.8508619143,-6.32281575998,820.204254103
40.8376205614,-6.3816667905,820.21052709
40.8243771513,-6.4405174793,820.216844188
40.8111316644,-6.49936782344,820.223205375
40.797884081,-6.55821781994,820.229610629
40.7846343815,-6.61706746587,820.236059926
40.7713825462,-6.67591675825,820.242553244
40.7581285554,-6.73476569413,820.249090558
40.7448723893,-6.79361427055,820.255671846
40.7316140282,-6.85246248455,820.262297084
40.7183534525,-6.91131033318,820.268966248
40.7050906422,-6.97015781346,820.275679313
40.6918255776,-7.02900492245,820.282436257
40.6785582389,-7.08785165717,820.289237053
40.6652886063,-7.14669801467,820.296081678
40.6520166599,-7.20554399197,820.302970107
40.6387423798,-7.26438958613,820.309902314
40.6254657458,-7.32323479417,820.316878275
40.6121867387,-7.38207961312,820.323897964
40.5989053382,-7.44092404003,820.330961356
40.5856215244,-7.49976807192,820.338068425
40.5723352772,-7.55861170583,820.345219145
40.5590465767,-7.61745493879,820.352413489
40.5457554029,-7.67629776783,820.359651432
40.5324617358,-7.73514018998,820.366932947
40.5191655552,-7.79398220227,820.374258007
40.5058668412,-7.85282380173,820.381626586
40.4925655735,-7.91166498538,820.389038656
40.4792617322,-7.97050575027,820.39649419
40.465955297,-8.0293460934,820.403993161
40.4526462478,-8.08818601182,820.411535541
40.4393345644,-8.14702550253,820.419121302
40.4260202267,-8.20586456258,820.426750417
40.4127032143,-8.26470318898,820.434422856
40.399383507,-8.32354137875,820.442138593
40.3860610846,-8.38237912891,820.449897597
40.3727359267,-8.4412164365,820.457699841
40.3594080131,-8.50005329852,820.465545296
40.3460773233,-8.558889712,820.473433932
40.3327438371,-8.61772567396,820.48136572
40.319407534,-8.67656118141,820.489340631
40.3060683935,-8.73539623137,820.497358635
40.2927263954,-8.79423082086,820.505419702
40.2793815191,-8.85306494689,820.513523802
40.266033744,-8.91189860648,820.521670905
40.2526830498,-8.97073179664,820.529860981
40.2393294158,-9.02956451439,820.538093999
40.2259728216,-9.08839675673,820.546369928
40.2126132464,-9.14722852068,820.554688737
40.1992506697,-9.20605980324,820.563050395
40.1858850709,-9.26489060143,820.571454871
40.1725164293,-9.32372091225,820.579902133
40.1591447242,-9.38255073271,820.58839215
40.1457699348,-9.44138005982,820.59692489
40.1323920405,-9.50020889058,820.60550032
40.1190110204,-9.559037222,820.614118409
40.1056268538,-9.61786505108,820.622779124
40.0922395195,-9.67669237482,820.631482432
40.0788489973,-9.73551919023,820.640228301
40.0654552661,-9.7943454943,820.649016697
40.0520583048,-9.85317128403,820.657847589
40.0386580926,-9.91199655642,820.666720941
40.0252546085,-9.97082130848,820.675636721
40.0118478315,-10.0296455372,820.684594895
39.9984377405,-10.0884692395,820.69359543
39.9850243147,-10.1472924125,820.70263829
39.9716075328,-10.2061150532,820.711723442
39.9581873737,-10.2649371585,820.720850852
39.9447638164,-10.3237587254,820.730020484
39.9313368396,-10.3825797509,820.739232305
39.9179064222,-10.441400232,820.748486279
39.904472543,-10.5002201657,820.75778237
39.8910351806,-10.5590395489,820.767120545
39.8775943139,-10.6178583788,820.776500766
39.8641499214,-10.6766766521,820.785922999
39.8507019819,-10.735494366,820.795387207
39.837250474,-10.7943115175,820.804893355
39.8237953762,-10.8531281034,820.814441407
39.8103366672,-10.9119441207,820.824031325
39.7968743254,-10.9707595665,820.833663074
39.7834083294,-11.0295744378,820.843336616
39.7699386576,-11.0883887314,820.853051915
39.7564652885,-11.1472024445,820.862808933
39.7429882005,-11.2060155738,820.872607634
39.7295073719,-11.2648281166,820.882447979
39.7160227811,-11.3236400695,820.892329932
39.7025344064,-11.3824514298,820.902253453
39.6890422261,-11.4412621943,820.912218506
39.6755462183,-11.50007236,820.922225052
39.6620463614,-11.5588819239,820.932273053
39.6485426335,-11.6176908829,820.94236247
39.6350350127,-11.676499234,820.952493264
39.6215234771,-11.7353069741,820.962665397
39.6080080049,-11.7941141003,820.972878829
39.5944885739,-11.8529206094,820.983133522
39.5809651623,-11.9117264985,820.993429435
39.5674377481,-11.9705317645,821.003766529
39.5539063087,-12.0293364044,821.014144765
39.5403708228,-12.088140415,821.024564102
39.526831268,-12.1469437934,821.035024501
39.5132876219,-12.2057465365,821.04552592
39.4997398625,-12.2645486413,821.05606832
39.4861879674,-12.3233501047,821.06665166
39.4726319144,-12.3821509236,821.077275899
39.4590716813,-12.440951095,821.087940996
39.4455072455,-12.4997506159,821.098646909
39.4319385847,-12.5585494832,821.109393598
39.4183656765,-12.6173476938,821.120181021
39.4047884985,-12.6761452446,821.131009136
39.3912070281,-12.7349421327,821.141877902
39.3776212427,-12.7937383549,821.152787275
39.3640311199,-12.8525339082,821.163737215
39.3504366369,-12.9113287896,821.174727678
39.3368377711,-12.9701229958,821.185758622
39.3232344999,-13.028916524,821.196830005
39.3096268004,-13.0877093709,821.207941782
39.2960146499,-13.1465015336,821.219093912
39.2823980256,-13.205293009,821.230286351
39.2687769047,-13.2640837939,821.241519056
39.2551512642,-13.3228738853,821.252791982
39.2415210812,-13.3816632802,821.264105086
39.2278863327,-13.4404519755,821.275458325
39.2142469958,-13.499239968,821.286851653
39.2006030473,-13.5580272546,821.298285027
39.1869544642,-13.6168138324,821.309758402
39.1733012232,-13.6755996982,821.321271734
39.1596433014,-13.7343848489,821.332824978
39.1459806753,-13.7931692815,821.344418088
39.1323133218,-13.8519529928,821.35605102
39.1186412175,-13.9107359797,821.367723728
39.1049643391,-13.9695182392,821.379436167
39.0912826632,-14.0282997682,821.391188291
39.0775961664,-14.0870805635,821.402980054
39.0639048251,-14.145860622,821.41481141
39.050208616,-14.2046399408,821.426682314
39.0365075153,-14.2634185165,821.438592718
39.0228014995,-14.3221963462,821.450542576
39.0090905446,-14.3809734268,821.462531841
38.9953746275,-14.439749755,821.474560468
38.9816537242,-14.4985253279,821.486628407
38.967927811,-14.5573001423,821.498735613
38.9541968639,-14.6160741951,821.510882038
38.9404608591,-14.6748474831,821.523067635
38.9267197726,-14.7336200033,821.535292355
38.9129735805,-14.7923917525,821.547556152
38.8992222588,-14.8511627276,821.559858976
38.8854657834,-14.9099329255,821.572200779
38.8717041302,-14.968702343,821.584581514
38.8579372751,-15.0274709771,821.597001132
38.8441651937,-15.0862388245,821.609459584
38.830387862,-15.1450058822,821.621956821
38.8166052555,-15.203772147,821.634492794
38.80281735,-15.2625376159,821.647067454
38.7890241209,-15.3213022855,821.659680752
38.775225544,-15.3800661529,821.672332638
38.7614215947,-15.4388292148,821.685023062
38.7476122484,-15.4975914681,821.697751975
38.7337974806,-15.5563529097,821.710519326
38.7199772666,-15.6151135365,821.723325065
38.7061515818,-15.6738733452,821.736169143
38.6923204013,-15.7326323327,821.749051507
38.6784837004,-15.7913904958,821.761972109
38.6646414543,-15.8501478315,821.774930896
38.650793638,-15.9089043365,821.787927818
38.6369402266,-15.9676600077,821.800962824
38.6230811952,-16.0264148419,821.814035863
38.6092165186,-16.0851688359,821.827146882
38.5953461718,-16.1439219866,821.84029583
38.5814701296,-16.2026742908,821.853482656
38.5675883668,-16.2614257453,821.866707307
38.5537008582,-16.320176347,821.879969731
38.5398075784,-16.3789260927,821.893269877
38.5259085021,-16.4376749791,821.90660769
38.5120036038,-16.4964230032,821.91998312
38.4980928581,-16.5551701616,821.933396113
38.4841762395,-16.6139164514,821.946846615
38.4702537221,-16.6726618691,821.960334575
38.4563252808,-16.7314064117,821.973859938
38.4423908897,-16.790150076,821.987422652
38.428450523,-16.8488928587,822.001022662
38.4145041549,-16.9076347567,822.014659916
38.4005517596,-16.9663757667,822.028334358
38.3865933111,-17.0251158856,822.042045935
38.3726287835,-17.0838551101,822.055794593
38.3586581507,-17.1425934371,822.069580277
38.3446813866,-17.2013308632,822.083402933
38.3306984652,-17.2600673854,822.097262506
38.3167093602,-17.3188030004,822.111158942
38.3027140454,-17.3775377049,822.125092184
38.2887124944,-17.4362714957,822.139062179
38.2747046809,-17.4950043697,822.15306887
38.2606905785,-17.5537363236,822.167112202
38.2466701606,-17.6124673541,822.18119212
38.2326434007,-17.671197458,822.195308568
38.2186102721,-17.7299266321,822.209461489
38.2045707483,-17.7886548732,822.223650828
38.1905248025,-17.8473821779,822.237876528
38.1764724079,-17.9061085431,822.252138533
38.1624135376,-17.9648339655,822.266436787
38.1483481647,-18.0235584419,822.280771232
38.1342762623,-18.082281969,822.295141812
38.1201978033,-18.1410045435,822.30954847
38.1061127606,-18.1997261622,822.323991148
38.0920211071,-18.2584468219,822.338469789
38.0779228155,-18.3171665192,822.352984336
38.0638178585,-18.3758852509,822.367534731
38.0497062088,-18.4346030137,822.382120916
38.035587839,-18.4933198044,822.396742833
38.0214627216,-18.5520356196,822.411400424
38.007330829,-18.6107504561,822.426093631
37.9931921336,-18.6694643106,822.440822395
